,transaction_id,customer_id,timestamp,merchant_category,merchant_type,merchant,amount,currency,channel,transaction_hour,weekend_transaction
357103,TX_03634be2,CUST_91730,2024-10-01 12:27:50.447761+00:00,Restaurant,premium,Morton's,28844.91,RUB,web,12,False
357549,TX_5b8e5f7d,CUST_91730,2024-10-01 12:30:10.641049+00:00,Retail,online,Shopify Store,982.96,SGD,web,12,False
358121,TX_79b7a6fc,CUST_91730,2024-10-01 12:32:49.503961+00:00,Healthcare,medical,Lab Corp,30676.63,MXN,web,12,False
358429,TX_722b7d77,CUST_91730,2024-10-01 12:34:10.618891+00:00,Healthcare,pharmacy,Walgreens,1402.34,SGD,web,12,False
358534,TX_2963b67d,CUST_91730,2024-10-01 12:34:40.661449+00:00,Grocery,physical,Kroger,170894.8,NGN,web,12,False
360579,TX_d266667f,CUST_91730,2024-10-01 12:44:04.055781+00:00,Retail,online,AliExpress,2446.36,CAD,pos,12,False
361708,TX_8eca3952,CUST_91730,2024-10-01 12:49:21.011283+00:00,Healthcare,medical,Medical Center,659.32,SGD,web,12,False
364688,TX_3d8b1f5c,CUST_91730,2024-10-01 13:02:52.071169+00:00,Healthcare,pharmacy,Rite Aid,66.72,MXN,mobile,13,False
370586,TX_53531404,CUST_91730,2024-10-01 13:33:41.565266+00:00,Education,online,Coursera,1431.99,SGD,web,13,False
375434,TX_b8383904,CUST_91730,2024-10-01 13:59:32.601754+00:00,Travel,booking,Airbnb,2863.09,SGD,web,13,False
375942,TX_1b6b3f0d,CUST_91730,2024-10-01 14:02:40.645789+00:00,Restaurant,premium,Capital Grille,2381.08,SGD,web,14,False
376759,TX_8e40dd91,CUST_91730,2024-10-01 14:07:37.493726+00:00,Gas,major,Exxon,1966.13,SGD,web,14,False
377645,TX_e0fee08f,CUST_91730,2024-10-01 14:12:44.774623+00:00,Healthcare,pharmacy,Rite Aid,52519.31,JPY,web,14,False
381919,TX_8d3308f6,CUST_91730,2024-10-01 14:39:41.694312+00:00,Grocery,online,Instacart,27713.81,RUB,web,14,False
382040,TX_955c0bb2,CUST_91730,2024-10-01 14:40:24.252741+00:00,Restaurant,fast_food,Taco Bell,3046.04,RUB,web,14,False
384375,TX_c1a4d49e,CUST_91730,2024-10-01 14:54:32.668093+00:00,Grocery,online,Instacart,29097.44,RUB,web,14,False
387788,TX_ae941478,CUST_91730,2024-10-01 15:16:05.669310+00:00,Education,online,Skillshare,647.39,SGD,web,15,False
388210,TX_6445c43d,CUST_91730,2024-10-01 15:18:53.473739+00:00,Grocery,physical,Kroger,2078.2,SGD,web,15,False
391574,TX_7291e937,CUST_91730,2024-10-01 15:39:12.399481+00:00,Gas,local,Local Gas Station,2323.65,SGD,web,15,False
391977,TX_9a64d60b,CUST_91730,2024-10-01 15:41:31.871331+00:00,Travel,airlines,American Airlines,143094.15,RUB,web,15,False
397176,TX_3a4bf21a,CUST_91730,2024-10-01 16:12:01.941664+00:00,Restaurant,casual,TGI Fridays,25538.78,RUB,web,16,False
397385,TX_740af597,CUST_91730,2024-10-01 16:13:01.797894+00:00,Travel,booking,Booking.com,129067.38,RUB,web,16,False
397798,TX_5e7382f5,CUST_91730,2024-10-01 16:15:10.516485+00:00,Entertainment,gaming,Xbox Live,20239.03,RUB,web,16,False
403838,TX_0ff30119,CUST_91730,2024-10-01 16:46:54.313899+00:00,Retail,online,Amazon,12482.41,BRL,mobile,16,False
408304,TX_ea497663,CUST_91730,2024-10-01 17:08:51.365939+00:00,Retail,online,AliExpress,1232.02,SGD,web,17,False
411387,TX_16f899a9,CUST_91730,2024-10-01 17:22:56.445519+00:00,Healthcare,medical,Medical Center,2620.0,SGD,web,17,False
415656,TX_9d314450,CUST_91730,2024-10-01 17:42:35.953237+00:00,Travel,airlines,Delta,107763.1,RUB,web,17,False
420377,TX_49d19261,CUST_91730,2024-10-01 18:03:53.251898+00:00,Gas,major,Texaco,640.53,SGD,web,18,False
422367,TX_edb3b7f7,CUST_91730,2024-10-01 18:12:01.803161+00:00,Retail,online,Shopify Store,58022.38,RUB,web,18,False
423648,TX_c69bd07e,CUST_91730,2024-10-01 18:17:12.914544+00:00,Retail,physical,Target,28181.65,RUB,web,18,False
424599,TX_21e15067,CUST_91730,2024-10-01 18:21:02.741435+00:00,Education,online,MasterClass,30563.99,MXN,mobile,18,False
425014,TX_ba62c7fd,CUST_91730,2024-10-01 18:22:54.408588+00:00,Gas,major,Mobil,2578.27,SGD,web,18,False
428080,TX_e30234d9,CUST_91730,2024-10-01 18:35:27.905094+00:00,Grocery,online,Instacart,27924.31,RUB,web,18,False
431405,TX_cd8653dc,CUST_91730,2024-10-01 18:49:05.220372+00:00,Healthcare,pharmacy,CVS Pharmacy,655.43,SGD,web,18,False
432155,TX_3cd93e93,CUST_91730,2024-10-01 18:51:56.273261+00:00,Entertainment,streaming,Hulu,15237.58,RUB,web,18,False
434234,TX_e7eed24f,CUST_91730,2024-10-01 19:00:30.616084+00:00,Education,supplies,Barnes & Noble,2391.32,SGD,web,19,False
435056,TX_9dbe21a2,CUST_91730,2024-10-01 19:04:18.486371+00:00,Education,online,Skillshare,2603.83,SGD,web,19,False
435060,TX_623bace7,CUST_91730,2024-10-01 19:04:19.666439+00:00,Grocery,online,Amazon Fresh,2234.22,SGD,web,19,False
435957,TX_83716552,CUST_91730,2024-10-01 19:08:26.777438+00:00,Travel,airlines,Delta,1319.74,EUR,web,19,False
442563,TX_48775a57,CUST_91730,2024-10-01 19:39:02.393853+00:00,Retail,physical,Best Buy,1575.32,SGD,web,19,False
443974,TX_44a3ae29,CUST_91730,2024-10-01 19:45:48.644979+00:00,Education,supplies,Chegg,664.91,SGD,web,19,False
444564,TX_ce316ae4,CUST_91730,2024-10-01 19:48:39.833849+00:00,Restaurant,premium,Capital Grille,35238.68,RUB,web,19,False
445090,TX_b6f3a662,CUST_91730,2024-10-01 19:50:57.401391+00:00,Entertainment,events,LiveNation,27409.84,RUB,web,19,False
447531,TX_c7bfee73,CUST_91730,2024-10-01 20:02:50.280030+00:00,Healthcare,pharmacy,Rite Aid,32473.24,RUB,web,20,False
447686,TX_3f61319d,CUST_91730,2024-10-01 20:03:48.169960+00:00,Gas,major,Chevron,672.17,SGD,web,20,False
448114,TX_a1d4460c,CUST_91730,2024-10-01 20:06:18.557278+00:00,Healthcare,pharmacy,Walgreens,5828.73,BRL,pos,20,False
449575,TX_a06c0b3f,CUST_91730,2024-10-01 20:15:39.929609+00:00,Restaurant,fast_food,KFC,23448.83,RUB,web,20,False
451493,TX_cb8323da,CUST_91730,2024-10-01 20:27:48.409014+00:00,Travel,hotels,Hilton,2606.95,SGD,web,20,False
453062,TX_c3aa5000,CUST_91730,2024-10-01 20:37:21.595041+00:00,Restaurant,premium,Capital Grille,664.57,SGD,web,20,False
453355,TX_839fbc8a,CUST_91730,2024-10-01 20:39:15.784617+00:00,Education,online,MasterClass,2210.77,BRL,web,20,False
453890,TX_70a9a40f,CUST_91730,2024-10-01 20:42:38.715124+00:00,Restaurant,casual,TGI Fridays,14018.48,RUB,web,20,False
456813,TX_2caafb1b,CUST_91730,2024-10-01 21:01:12.463169+00:00,Healthcare,medical,Medical Center,1510.59,SGD,web,21,False
458706,TX_ae702f60,CUST_91730,2024-10-01 21:19:51.414537+00:00,Healthcare,medical,Medical Center,634.86,SGD,web,21,False
458815,TX_9a44bce3,CUST_91730,2024-10-01 21:20:54.371252+00:00,Healthcare,pharmacy,DuaneReade,548825.65,NGN,pos,21,False
459255,TX_045ae082,CUST_91730,2024-10-01 21:24:58.236533+00:00,Retail,online,Newegg,1266.77,SGD,web,21,False
460788,TX_9eac56ca,CUST_91730,2024-10-01 21:39:20.493040+00:00,Retail,online,Newegg,47938.74,RUB,web,21,False
461611,TX_ef9f54a1,CUST_91730,2024-10-01 21:47:19.370407+00:00,Healthcare,medical,Local Hospital,645.86,SGD,web,21,False
462242,TX_bc1714ce,CUST_91730,2024-10-01 21:53:07.430315+00:00,Retail,physical,Walmart,2566.01,SGD,web,21,False
462288,TX_34cc4090,CUST_91730,2024-10-01 21:53:37.430466+00:00,Restaurant,fast_food,KFC,2559.03,SGD,web,21,False
465912,TX_3789cf16,CUST_91730,2024-10-01 22:16:23.393319+00:00,Healthcare,medical,Local Hospital,2595.69,SGD,web,22,False
466157,TX_0e969c45,CUST_91730,2024-10-01 22:17:53.574495+00:00,Travel,hotels,Hyatt,1547.61,SGD,web,22,False
468024,TX_a47439a2,CUST_91730,2024-10-01 22:28:12.500336+00:00,Entertainment,events,StubHub,30319.2,RUB,web,22,False
469010,TX_620e3a7f,CUST_91730,2024-10-01 22:33:56.068294+00:00,Grocery,online,Walmart Grocery,184763.36,JPY,web,22,False
469445,TX_a42d8c62,CUST_91730,2024-10-01 22:36:25.281528+00:00,Healthcare,medical,Urgent Care,669.56,SGD,web,22,False
470915,TX_7577174a,CUST_91730,2024-10-01 22:44:48.515026+00:00,Retail,online,Shopify Store,1311.32,SGD,web,22,False
472482,TX_541a0d84,CUST_91730,2024-10-01 22:53:38.224773+00:00,Restaurant,premium,Nobu,34386.44,RUB,web,22,False
473481,TX_a683bae7,CUST_91730,2024-10-01 22:59:09.397746+00:00,Gas,major,Texaco,1743.41,SGD,web,22,False
475416,TX_0f190f3b,CUST_91730,2024-10-01 23:11:29.594902+00:00,Entertainment,streaming,Disney+,32.13,RUB,pos,23,False
476160,TX_9c782636,CUST_91730,2024-10-01 23:16:35.534596+00:00,Retail,physical,Home Depot,899.55,SGD,web,23,False
476240,TX_77aa0a2a,CUST_91730,2024-10-01 23:17:03.646895+00:00,Healthcare,medical,Local Hospital,1810.33,SGD,web,23,False
476853,TX_8012aa35,CUST_91730,2024-10-01 23:20:52.473074+00:00,Restaurant,fast_food,Wendy's,81.34,SGD,web,23,False
478547,TX_a12849d1,CUST_91730,2024-10-01 23:32:34.746787+00:00,Gas,major,Chevron,34021.86,RUB,web,23,False
480577,TX_f023abd0,CUST_91730,2024-10-01 23:45:49.578485+00:00,Grocery,online,Walmart Grocery,546.3,SGD,web,23,False
484951,TX_6af75a85,CUST_91730,2024-10-02 00:25:47.336046+00:00,Restaurant,premium,Ruth's Chris,18951.49,MXN,pos,0,False
486252,TX_6b8f2147,CUST_91730,2024-10-02 00:40:47.876250+00:00,Education,supplies,Chegg,29382.71,RUB,web,0,False
486883,TX_91872642,CUST_91730,2024-10-02 00:47:53.595906+00:00,Grocery,online,Walmart Grocery,2221.96,BRL,mobile,0,False
487103,TX_54f4e5f0,CUST_91730,2024-10-02 00:50:31.826051+00:00,Entertainment,streaming,Apple Music,16452.79,RUB,web,0,False
487299,TX_6f7959c1,CUST_91730,2024-10-02 00:52:54.906077+00:00,Grocery,physical,Safeway,22860.58,RUB,web,0,False
492001,TX_f4a1a64e,CUST_91730,2024-10-02 01:26:44.403233+00:00,Gas,major,BP,117429.57,RUB,pos,1,False
492156,TX_20848513,CUST_91730,2024-10-02 01:27:47.737439+00:00,Travel,transport,Lyft,1047.1,NGN,pos,1,False
493418,TX_83a2c783,CUST_91730,2024-10-02 01:35:55.623428+00:00,Entertainment,gaming,Xbox Live,18860.08,RUB,web,1,False
495229,TX_3b92a758,CUST_91730,2024-10-02 01:48:36.688246+00:00,Gas,local,Truck Stop,29161.9,RUB,web,1,False
496250,TX_a93a6c71,CUST_91730,2024-10-02 01:55:20.435883+00:00,Education,online,edX,9908.18,MXN,web,1,False
496888,TX_8c750b2e,CUST_91730,2024-10-02 01:59:49.729153+00:00,Grocery,online,Instacart,142089.26,RUB,pos,1,False
497260,TX_a5c24801,CUST_91730,2024-10-02 02:02:16.435136+00:00,Retail,online,eBay,1.56,BRL,web,2,False
497591,TX_61c3bb12,CUST_91730,2024-10-02 02:04:27.221855+00:00,Healthcare,pharmacy,Rite Aid,772707.79,NGN,web,2,False
497612,TX_50a5acac,CUST_91730,2024-10-02 02:04:36.526937+00:00,Entertainment,events,Regal Cinemas,6898.72,BRL,pos,2,False
498211,TX_687653f7,CUST_91730,2024-10-02 02:08:39.655514+00:00,Education,online,Coursera,88.83,MXN,web,2,False
501582,TX_36e70517,CUST_91730,2024-10-02 02:30:28.371393+00:00,Retail,online,Wayfair,66617.32,RUB,web,2,False
502303,TX_a337e657,CUST_91730,2024-10-02 02:35:02.650593+00:00,Grocery,physical,Publix,141.12,NGN,web,2,False
502761,TX_031fd65e,CUST_91730,2024-10-02 02:38:04.353206+00:00,Retail,physical,Best Buy,29779.73,RUB,web,2,False
503820,TX_452e3b39,CUST_91730,2024-10-02 02:45:05.409868+00:00,Education,online,Udemy,2580.35,SGD,web,2,False
510057,TX_6c908677,CUST_91730,2024-10-02 03:26:46.942450+00:00,Education,supplies,Chegg,19.97,JPY,mobile,3,False
511097,TX_167b4a3f,CUST_91730,2024-10-02 03:33:35.695719+00:00,Healthcare,medical,Lab Corp,45.68,MXN,web,3,False
511905,TX_00fadcd5,CUST_91730,2024-10-02 03:39:01.557510+00:00,Entertainment,gaming,Steam,16143.42,RUB,web,3,False
519225,TX_c6a00a76,CUST_91730,2024-10-02 04:27:09.731692+00:00,Healthcare,pharmacy,Rite Aid,129001.94,RUB,web,4,False
519395,TX_f8370bfa,CUST_91730,2024-10-02 04:28:17.351911+00:00,Healthcare,medical,Local Hospital,21894.46,MXN,mobile,4,False
521082,TX_9bab9384,CUST_91730,2024-10-02 04:39:23.725878+00:00,Education,supplies,University Bookstore,672.58,SGD,web,4,False
523677,TX_bcb286cc,CUST_91730,2024-10-02 04:56:18.506036+00:00,Gas,major,Mobil,59.63,MXN,pos,4,False
525967,TX_f5f1c915,CUST_91730,2024-10-02 05:14:35.461592+00:00,Gas,local,Highway Gas Stop,1587.8,SGD,web,5,False
527431,TX_27508f08,CUST_91730,2024-10-02 05:27:41.630047+00:00,Education,online,edX,394.7,EUR,web,5,False
528667,TX_5e230f50,CUST_91730,2024-10-02 05:38:24.648510+00:00,Education,supplies,University Bookstore,2225.4,SGD,web,5,False
529125,TX_8defbd88,CUST_91730,2024-10-02 05:42:32.511380+00:00,Restaurant,casual,Chili's,1124.71,SGD,web,5,False
533660,TX_9ccb15ff,CUST_91730,2024-10-02 06:23:58.392870+00:00,Gas,local,Truck Stop,1374.3,SGD,web,6,False
534427,TX_f8fd1c1b,CUST_91730,2024-10-02 06:30:48.432810+00:00,Gas,major,Texaco,16467.11,MXN,web,6,False
536946,TX_7b25f91c,CUST_91730,2024-10-02 06:54:18.924069+00:00,Education,online,Coursera,34577.77,RUB,web,6,False
547828,TX_9afeb4e1,CUST_91730,2024-10-02 08:02:54.782360+00:00,Education,online,Udemy,3.4,EUR,mobile,8,False
548879,TX_8a55e6b1,CUST_91730,2024-10-02 08:07:54.405622+00:00,Entertainment,events,Regal Cinemas,1021.17,SGD,web,8,False
549178,TX_8e527de4,CUST_91730,2024-10-02 08:09:13.516492+00:00,Retail,online,Shopify Store,2705.67,SGD,web,8,False
551831,TX_40640865,CUST_91730,2024-10-02 08:21:31.808388+00:00,Entertainment,streaming,HBO Max,136.09,GBP,mobile,8,False
551988,TX_c9b8b6d2,CUST_91730,2024-10-02 08:22:09.415893+00:00,Grocery,online,Walmart Grocery,2298.38,SGD,web,8,False
552192,TX_f3ddb651,CUST_91730,2024-10-02 08:23:05.244407+00:00,Entertainment,events,StubHub,35080.14,RUB,web,8,False
557084,TX_d8a5a105,CUST_91730,2024-10-02 08:44:54.223967+00:00,Healthcare,pharmacy,DuaneReade,674.16,SGD,web,8,False
557103,TX_2d5f8631,CUST_91730,2024-10-02 08:45:00.163995+00:00,Entertainment,streaming,Hulu,18935.31,RUB,web,8,False
559707,TX_4210ab1a,CUST_91730,2024-10-02 08:56:18.602666+00:00,Education,supplies,University Bookstore,470.53,EUR,web,8,False
560176,TX_8fe37a7f,CUST_91730,2024-10-02 08:58:43.580915+00:00,Education,supplies,Chegg,1247.33,SGD,web,8,False
563269,TX_fda0eedd,CUST_91730,2024-10-02 09:14:43.599732+00:00,Restaurant,casual,Applebee's,1803.01,SGD,web,9,False
563280,TX_5c834099,CUST_91730,2024-10-02 09:14:46.461941+00:00,Entertainment,events,LiveNation,2067.66,SGD,web,9,False
563933,TX_1d7fea05,CUST_91730,2024-10-02 09:18:05.437051+00:00,Healthcare,medical,Medical Center,2568.6,SGD,web,9,False
574884,TX_f4c1c36c,CUST_91730,2024-10-02 10:19:02.506262+00:00,Healthcare,pharmacy,Rite Aid,26944.29,RUB,web,10,False
574963,TX_cc770016,CUST_91730,2024-10-02 10:19:31.391690+00:00,Restaurant,casual,Olive Garden,184210.33,NGN,mobile,10,False
584016,TX_eff1bbfc,CUST_91730,2024-10-02 11:13:13.468086+00:00,Retail,physical,Walmart,1786.22,SGD,web,11,False
584726,TX_05ec1554,CUST_91730,2024-10-02 11:16:55.526648+00:00,Retail,online,Amazon,2193.89,SGD,web,11,False
587078,TX_936ba8ba,CUST_91730,2024-10-02 11:29:00.437578+00:00,Travel,booking,Airbnb,4015.99,SGD,web,11,False
587295,TX_d63c83f9,CUST_91730,2024-10-02 11:30:16.060184+00:00,Restaurant,fast_food,Burger King,352.14,SGD,web,11,False
589881,TX_09533608,CUST_91730,2024-10-02 11:43:40.393094+00:00,Healthcare,pharmacy,Rite Aid,2366.83,BRL,web,11,False
592656,TX_dd6ec30f,CUST_91730,2024-10-02 11:58:04.322008+00:00,Restaurant,fast_food,Subway,6868.57,RUB,mobile,11,False
593819,TX_e2380084,CUST_91730,2024-10-02 12:03:33.393185+00:00,Travel,hotels,Hilton,2146.76,SGD,web,12,False
596761,TX_068308b3,CUST_91730,2024-10-02 12:16:27.552871+00:00,Entertainment,streaming,Hulu,1770.67,SGD,web,12,False
597136,TX_091fdda2,CUST_91730,2024-10-02 12:18:07.024338+00:00,Entertainment,events,AMC Theaters,1124.34,AUD,pos,12,False
598744,TX_e4e0981f,CUST_91730,2024-10-02 12:25:19.436887+00:00,Education,online,edX,1112.61,GBP,web,12,False
603394,TX_1e12988c,CUST_91730,2024-10-02 12:46:49.355906+00:00,Healthcare,pharmacy,CVS Pharmacy,34986.19,RUB,web,12,False
604357,TX_501930d5,CUST_91730,2024-10-02 12:50:55.425213+00:00,Restaurant,fast_food,Burger King,1330.18,SGD,web,12,False
606778,TX_70ef3db9,CUST_91730,2024-10-02 13:01:57.513943+00:00,Healthcare,medical,Local Hospital,1889.8,SGD,web,13,False
607940,TX_035c45ca,CUST_91730,2024-10-02 13:08:07.630917+00:00,Education,supplies,Barnes & Noble,1474.24,SGD,web,13,False
608527,TX_a46ce855,CUST_91730,2024-10-02 13:11:14.405285+00:00,Gas,local,Truck Stop,982.55,SGD,web,13,False
611260,TX_14b369c5,CUST_91730,2024-10-02 13:25:34.735729+00:00,Gas,local,Highway Gas Stop,631.81,SGD,web,13,False
611427,TX_f68d26e2,CUST_91730,2024-10-02 13:26:22.548590+00:00,Travel,hotels,Holiday Inn,2232.63,SGD,web,13,False
612820,TX_0ede3e2e,CUST_91730,2024-10-02 13:33:54.625177+00:00,Entertainment,events,StubHub,33115.89,RUB,web,13,False
615765,TX_515a01e0,CUST_91730,2024-10-02 13:49:00.716327+00:00,Education,supplies,Chegg,638.03,SGD,web,13,False
617898,TX_2142657b,CUST_91730,2024-10-02 14:00:11.546422+00:00,Travel,booking,Kayak,203379.19,RUB,web,14,False
620651,TX_41a27c0f,CUST_91730,2024-10-02 14:16:53.424717+00:00,Gas,local,Truck Stop,1533.11,SGD,web,14,False
622266,TX_c23954df,CUST_91730,2024-10-02 14:26:26.854124+00:00,Gas,local,Truck Stop,37060.05,RUB,web,14,False
625998,TX_35470c85,CUST_91730,2024-10-02 14:49:08.650114+00:00,Gas,major,Mobil,2000.39,BRL,web,14,False
627585,TX_f1b81a16,CUST_91730,2024-10-02 14:59:06.593053+00:00,Education,supplies,Barnes & Noble,1619.83,SGD,web,14,False
627847,TX_198a8f69,CUST_91730,2024-10-02 15:00:45.316029+00:00,Gas,local,Highway Gas Stop,30944.96,RUB,web,15,False
630291,TX_136d51fc,CUST_91730,2024-10-02 15:16:12.405340+00:00,Restaurant,premium,Nobu,192.99,RUB,web,15,False
630397,TX_19053b17,CUST_91730,2024-10-02 15:16:57.393979+00:00,Travel,airlines,Emirates,991.51,SGD,web,15,False
631330,TX_f62b77f2,CUST_91730,2024-10-02 15:22:58.569024+00:00,Education,online,edX,739.29,SGD,web,15,False
632376,TX_5aef559b,CUST_91730,2024-10-02 15:29:33.310929+00:00,Entertainment,gaming,PlayStation Store,185384.79,NGN,web,15,False
633776,TX_f98205a1,CUST_91730,2024-10-02 15:37:57.417440+00:00,Education,online,Udemy,931.58,SGD,web,15,False
635339,TX_a5a54ffa,CUST_91730,2024-10-02 15:47:27.915926+00:00,Gas,major,Exxon,34985.8,RUB,web,15,False
635424,TX_762c9c7c,CUST_91730,2024-10-02 15:47:56.597503+00:00,Travel,airlines,Southwest,2258.64,SGD,web,15,False
635647,TX_7e41f8b4,CUST_91730,2024-10-02 15:49:21.516762+00:00,Retail,online,Etsy,2033.43,SGD,web,15,False
635926,TX_0bc3bd08,CUST_91730,2024-10-02 15:50:59.670687+00:00,Education,online,Skillshare,700.14,EUR,web,15,False
636221,TX_b8b5f3ef,CUST_91730,2024-10-02 15:52:45.744408+00:00,Grocery,physical,Aldi,23032.7,RUB,web,15,False
636430,TX_9227402c,CUST_91730,2024-10-02 15:54:04.572974+00:00,Retail,online,Newegg,1533.97,SGD,web,15,False
636682,TX_35d621ef,CUST_91730,2024-10-02 15:55:30.815405+00:00,Travel,transport,Lyft,16958.01,RUB,web,15,False
638483,TX_3dae69e0,CUST_91730,2024-10-02 16:05:46.650213+00:00,Restaurant,casual,TGI Fridays,1133.07,SGD,web,16,False
638707,TX_34b4ef05,CUST_91730,2024-10-02 16:06:48.625820+00:00,Gas,major,Mobil,31219.83,RUB,web,16,False
640556,TX_738e7129,CUST_91730,2024-10-02 16:16:41.521481+00:00,Grocery,physical,Kroger,305.92,EUR,web,16,False
640762,TX_93332557,CUST_91730,2024-10-02 16:17:43.840880+00:00,Gas,major,BP,311.85,GBP,web,16,False
643334,TX_c97c2e84,CUST_91730,2024-10-02 16:31:30.391266+00:00,Travel,booking,Kayak,3854.78,SGD,web,16,False
643964,TX_609a739b,CUST_91730,2024-10-02 16:34:47.651271+00:00,Restaurant,premium,Capital Grille,690.22,SGD,web,16,False
644478,TX_bf142755,CUST_91730,2024-10-02 16:37:42.633018+00:00,Grocery,online,FreshDirect,27937.37,RUB,web,16,False
644746,TX_5e9db7cd,CUST_91730,2024-10-02 16:39:05.607286+00:00,Healthcare,pharmacy,Walgreens,1217.1,SGD,web,16,False
648692,TX_ddf2b45c,CUST_91730,2024-10-02 16:59:59.283985+00:00,Healthcare,medical,Urgent Care,33870.35,RUB,web,16,False
650792,TX_7b997291,CUST_91730,2024-10-02 17:10:03.653836+00:00,Healthcare,medical,Lab Corp,35684.64,RUB,web,17,False
653234,TX_d38a3d90,CUST_91730,2024-10-02 17:20:42.755877+00:00,Healthcare,medical,Urgent Care,30692.14,MXN,web,17,False
654785,TX_ae68146a,CUST_91730,2024-10-02 17:28:03.528294+00:00,Education,online,Skillshare,1587.2,SGD,web,17,False
658090,TX_f0cf084e,CUST_91730,2024-10-02 17:43:37.391955+00:00,Healthcare,medical,Lab Corp,2279.66,SGD,web,17,False
658450,TX_e749e750,CUST_91730,2024-10-02 17:45:17.518333+00:00,Restaurant,casual,TGI Fridays,1444.57,NGN,web,17,False
659145,TX_052b826f,CUST_91730,2024-10-02 17:48:30.616431+00:00,Grocery,physical,Whole Foods,5390.48,BRL,pos,17,False
662096,TX_076835f2,CUST_91730,2024-10-02 18:01:33.495002+00:00,Education,online,Coursera,1182.56,CAD,web,18,False
662781,TX_4e2b7f80,CUST_91730,2024-10-02 18:04:30.237797+00:00,Travel,airlines,JetBlue,27504.05,RUB,web,18,False
666494,TX_acf41cd0,CUST_91730,2024-10-02 18:19:33.398981+00:00,Travel,airlines,JetBlue,2687.09,SGD,web,18,False
667584,TX_07030a5d,CUST_91730,2024-10-02 18:23:52.703351+00:00,Grocery,online,FreshDirect,573.73,SGD,web,18,False
668763,TX_5cfe8a47,CUST_91730,2024-10-02 18:28:28.890769+00:00,Education,online,Skillshare,393.16,USD,web,18,False
669821,TX_e2d84cec,CUST_91730,2024-10-02 18:32:45.425664+00:00,Restaurant,casual,Red Lobster,1558.05,SGD,web,18,False
673903,TX_44512ee8,CUST_91730,2024-10-02 18:49:11.563272+00:00,Retail,online,AliExpress,73469.41,RUB,web,18,False
679086,TX_c43c9e4c,CUST_91730,2024-10-02 19:11:09.480320+00:00,Retail,online,Wayfair,1578.61,SGD,web,19,False
680988,TX_c500cbc2,CUST_91730,2024-10-02 19:20:02.489267+00:00,Entertainment,gaming,Epic Games,2228.47,SGD,web,19,False
681471,TX_987b80c9,CUST_91730,2024-10-02 19:22:14.606055+00:00,Restaurant,casual,Red Lobster,2308.15,SGD,web,19,False
683361,TX_114e28f9,CUST_91730,2024-10-02 19:30:53.530315+00:00,Healthcare,medical,Medical Center,27026.62,RUB,web,19,False
686240,TX_1ca55317,CUST_91730,2024-10-02 19:43:57.301706+00:00,Restaurant,fast_food,Wendy's,14137.73,RUB,web,19,False
686701,TX_13eb5265,CUST_91730,2024-10-02 19:46:09.179117+00:00,Travel,airlines,American Airlines,1529.46,SGD,web,19,False
687816,TX_dbf3c426,CUST_91730,2024-10-02 19:51:15.556460+00:00,Restaurant,premium,Morton's,1395.7,SGD,web,19,False
690037,TX_8ad42a4e,CUST_91730,2024-10-02 20:02:08.560316+00:00,Travel,transport,Careem,2411.44,SGD,web,20,False
697114,TX_83b81148,CUST_91730,2024-10-02 20:45:56.480936+00:00,Travel,hotels,Sheraton,1792.7,SGD,web,20,False
700314,TX_137e5ca8,CUST_91730,2024-10-02 21:08:48.657624+00:00,Gas,major,Shell,1207.16,SGD,web,21,False
